timestamp,cpu_usage,predicted_cpu_usage
2024-09-02 11:54:50.950014,0.8076923076923079,
2024-09-02 11:54:51.953794,0.40384615384615397,
2024-09-02 11:54:52.961245,0.634615384615385,
2024-09-02 11:54:53.968335,0.528846153846154,
2024-09-02 11:54:54.971939,0.7500000000000004,
2024-09-02 11:54:56.975808,0.8173076923076925,
2024-09-02 11:54:57.982300,0.28846153846153855,
2024-09-02 11:54:58.988936,0.08653846153846168,
2024-09-02 11:54:59.995434,0.17307692307692335,
2024-09-02 11:55:01.003552,0.04807692307692313,
2024-09-02 11:55:03.008943,0.528846153846154,
2024-09-02 11:55:04.016875,0.29807692307692335,
2024-09-02 11:55:05.025189,0.36538461538461564,
2024-09-02 11:55:06.031497,1.0,
2024-09-02 11:55:07.034094,0.8173076923076925,
2024-09-02 11:55:09.042320,0.35576923076923084,
2024-09-02 11:55:10.048600,0.1826923076923077,
2024-09-02 11:55:11.053214,0.08653846153846168,
2024-09-02 11:55:12.059696,0.028846153846153966,
2024-09-02 11:55:13.066142,0.3461538461538465,
2024-09-02 11:55:15.076375,0.24038461538461542,
2024-09-02 11:55:16.079572,0.8942307692307696,
2024-09-02 11:55:17.082008,0.6442307692307692,
2024-09-02 11:55:18.085312,0.29807692307692335,
2024-09-02 11:55:19.090548,0.5576923076923079,
2024-09-02 11:55:20.094383,0.12500000000000022,
2024-09-02 11:55:21.096865,0.0,
2024-09-02 11:55:22.103561,0.009615384615384581,
2024-09-02 11:55:23.110234,0.03846153846153855,
2024-09-02 11:55:24.114711,0.35576923076923084,
2024-09-02 11:54:50.950014,0.43523316062176154,
2024-09-02 11:54:51.953794,0.21761658031088082,
2024-09-02 11:54:52.961245,0.34196891191709844,
2024-09-02 11:54:53.968335,0.2849740932642487,
2024-09-02 11:54:54.971939,0.40414507772020725,
2024-09-02 11:54:56.975808,0.44041450777202085,
2024-09-02 11:54:57.982300,0.15544041450777202,
2024-09-02 11:54:58.988936,0.04663212435233155,
2024-09-02 11:54:59.995434,0.09326424870466321,
2024-09-02 11:55:01.003552,0.025906735751295318,
2024-09-02 11:55:03.008943,0.2849740932642487,
2024-09-02 11:55:04.016875,0.1606217616580311,
2024-09-02 11:55:05.025189,0.1968911917098446,
2024-09-02 11:55:06.031497,0.538860103626943,
2024-09-02 11:55:07.034094,0.44041450777202085,
2024-09-02 11:55:09.042320,0.1917098445595854,
2024-09-02 11:55:10.048600,0.09844559585492219,
2024-09-02 11:55:11.053214,0.04663212435233155,
2024-09-02 11:55:12.059696,0.015544041450777146,
2024-09-02 11:55:13.066142,0.18652849740932653,
2024-09-02 11:55:15.076375,0.1295336787564767,
2024-09-02 11:55:16.079572,0.4818652849740933,
2024-09-02 11:55:17.082008,0.3471502590673575,
2024-09-02 11:55:18.085312,0.1606217616580311,
2024-09-02 11:55:19.090548,0.300518134715026,
2024-09-02 11:55:20.094383,0.06735751295336789,
2024-09-02 11:55:21.096865,0.0,
2024-09-02 11:55:22.103561,0.005181347150258975,
2024-09-02 11:55:23.110234,0.020725388601036232,
2024-09-02 11:55:24.114711,0.1917098445595854,
2024-09-02 11:55:27.949520,0.1243523316062175,
2024-09-02 11:55:28.958557,0.3471502590673575,
2024-09-02 11:55:29.962738,0.3523316062176166,
2024-09-02 11:55:30.966716,0.10362694300518127,
2024-09-02 11:55:31.972404,1.0,
2024-09-02 11:55:32.979137,0.09844559585492219,
2024-09-02 11:55:33.984612,0.16580310880829008,
2024-09-02 11:55:34.992914,0.13471502590673579,
2024-09-02 11:55:35.996314,0.27461139896373055,
2024-09-02 11:55:37.004054,0.07253886010362687,
2024-09-02 11:54:50.950014,0.43523316062176154,
2024-09-02 11:54:51.953794,0.21761658031088082,
2024-09-02 11:54:52.961245,0.34196891191709844,
2024-09-02 11:54:53.968335,0.2849740932642487,
2024-09-02 11:54:54.971939,0.40414507772020725,
2024-09-02 11:54:56.975808,0.44041450777202085,
2024-09-02 11:54:57.982300,0.15544041450777202,
2024-09-02 11:54:58.988936,0.04663212435233155,
2024-09-02 11:54:59.995434,0.09326424870466321,
2024-09-02 11:55:01.003552,0.025906735751295318,
2024-09-02 11:55:03.008943,0.2849740932642487,
2024-09-02 11:55:04.016875,0.1606217616580311,
2024-09-02 11:55:05.025189,0.1968911917098446,
2024-09-02 11:55:06.031497,0.538860103626943,
2024-09-02 11:55:07.034094,0.44041450777202085,
2024-09-02 11:55:09.042320,0.1917098445595854,
2024-09-02 11:55:10.048600,0.09844559585492219,
2024-09-02 11:55:11.053214,0.04663212435233155,
2024-09-02 11:55:12.059696,0.015544041450777146,
2024-09-02 11:55:13.066142,0.18652849740932653,
2024-09-02 11:55:15.076375,0.1295336787564767,
2024-09-02 11:55:16.079572,0.4818652849740933,
2024-09-02 11:55:17.082008,0.3471502590673575,
2024-09-02 11:55:18.085312,0.1606217616580311,
2024-09-02 11:55:19.090548,0.300518134715026,
2024-09-02 11:55:20.094383,0.06735751295336789,
2024-09-02 11:55:21.096865,0.0,
2024-09-02 11:55:22.103561,0.005181347150258975,
2024-09-02 11:55:23.110234,0.020725388601036232,
2024-09-02 11:55:24.114711,0.1917098445595854,
2024-09-02 11:55:27.949520,0.1243523316062175,
2024-09-02 11:55:28.958557,0.3471502590673575,
2024-09-02 11:55:29.962738,0.3523316062176166,
2024-09-02 11:55:30.966716,0.10362694300518127,
2024-09-02 11:55:31.972404,1.0,
2024-09-02 11:55:32.979137,0.09844559585492219,
2024-09-02 11:55:33.984612,0.16580310880829008,
2024-09-02 11:55:34.992914,0.13471502590673579,
2024-09-02 11:55:35.996314,0.27461139896373055,
2024-09-02 11:55:37.004054,0.07253886010362687,
2024-09-02 11:55:40.356254,0.31606217616580323,
2024-09-02 11:55:41.363144,0.3264248704663214,
2024-09-02 11:55:42.366895,0.44559585492227993,
2024-09-02 11:55:43.373442,0.16580310880829008,
2024-09-02 11:55:44.375169,0.051813471502590636,
2024-09-02 11:55:45.381750,0.09844559585492219,
2024-09-02 11:55:46.390816,0.062176165803108696,
2024-09-02 11:55:47.398308,0.025906735751295318,
2024-09-02 11:55:48.403098,0.015544041450777146,
2024-09-02 11:55:49.408002,0.03626943005181338,
